Job Title,Experience Level,Location,Key Technologies,Job Description
Frontend Developer,Mid,Bali,"Vue.js, JavaScript, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Mobile Developer,Mid,Yogyakarta,"Swift, Flutter, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
QA Engineer,Lead,Yogyakarta,"Cypress, Selenium, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
DevOps Engineer,Lead,Surabaya,"Kubernetes, AWS, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Data Scientist,Mid,Remote,"R, Scikit-learn, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Backend Developer,Mid,Jakarta,"Node.js, SQL, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Data Scientist,Mid,Bandung,"Python, TensorFlow, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
QA Engineer,Lead,Jakarta,"JMeter, Postman, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Mobile Developer,Lead,Remote,"Dart, Kotlin, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
UI/UX Designer,Junior,Yogyakarta,"InVision, Figma, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Mobile Developer,Junior,Bali,"Dart, Flutter, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Product Manager,Lead,Yogyakarta,"JIRA, Confluence, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Junior,Bali,"Ansible, GCP, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Senior,Bandung,"React Native, Swift, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Mobile Developer,Junior,Jakarta,"Swift, React Native, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Backend Developer,Senior,Remote,"SQL, Python, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Mobile Developer,Mid,Jakarta,"Flutter, React Native, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Machine Learning Engineer,Junior,Jakarta,"scikit-learn, TensorFlow, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Product Manager,Lead,Bandung,"Confluence, JIRA, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Lead,Bali,"Ansible, CloudFormation, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Junior,Bali,"Vue.js, HTML, CSS",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
QA Engineer,Mid,Surabaya,"Selenium, TestRail, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Machine Learning Engineer,Senior,Surabaya,"PyTorch, scikit-learn, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
UI/UX Designer,Mid,Remote,"Figma, InVision, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Frontend Developer,Senior,Jakarta,"HTML, React, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Mobile Developer,Mid,Bali,"Flutter, Swift, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Machine Learning Engineer,Mid,Yogyakarta,"MLflow, TensorFlow, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
UI/UX Designer,Mid,Yogyakarta,"Figma, Sketch, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Cloud Architect,Senior,Yogyakarta,"Ansible, Azure, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Lead,Yogyakarta,"HTML, Vue.js, CSS",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Frontend Developer,Lead,Surabaya,"CSS, Vue.js, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
UI/UX Designer,Senior,Bandung,"Figma, InVision, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Senior,Remote,"Postman, Selenium, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
UI/UX Designer,Junior,Bandung,"Figma, InVision, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
DevOps Engineer,Lead,Bali,"Docker, AWS, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Mobile Developer,Senior,Bali,"Kotlin, Swift, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Cloud Architect,Senior,Jakarta,"Azure, GCP, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Lead,Jakarta,"TestRail, JMeter, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Backend Developer,Junior,Yogyakarta,"Java, SQL, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Lead,Yogyakarta,"Java, Node.js, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Data Scientist,Lead,Surabaya,"R, Python, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Frontend Developer,Senior,Surabaya,"React, HTML, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Backend Developer,Senior,Jakarta,"Go, SQL, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Frontend Developer,Lead,Remote,"Vue.js, React, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Backend Developer,Senior,Bali,"Python, Node.js, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
DevOps Engineer,Lead,Yogyakarta,"Linux, Kubernetes, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Cloud Architect,Lead,Jakarta,"Azure, GCP, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Senior,Yogyakarta,"Photoshop, Sketch, InVision",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Cloud Architect,Junior,Bali,"Azure, GCP, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Product Manager,Senior,Jakarta,"JIRA, Scrum, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Backend Developer,Lead,Yogyakarta,"Go, Python, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
UI/UX Designer,Mid,Bali,"Photoshop, InVision, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Cloud Architect,Senior,Bandung,"AWS, Azure, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Backend Developer,Junior,Surabaya,"Node.js, Java, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Mobile Developer,Junior,Yogyakarta,"Flutter, Dart, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
UI/UX Designer,Senior,Remote,"Adobe XD, InVision, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Lead,Jakarta,"TestRail, JMeter, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
QA Engineer,Junior,Yogyakarta,"Postman, JMeter, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
DevOps Engineer,Mid,Surabaya,"Kubernetes, AWS, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
DevOps Engineer,Mid,Surabaya,"Terraform, Kubernetes, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Frontend Developer,Senior,Bandung,"React, HTML, Vue.js",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Machine Learning Engineer,Mid,Bali,"Python, scikit-learn, MLflow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Mid,Yogyakarta,"Scikit-learn, Pandas, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Mid,Bandung,"CloudFormation, GCP, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Machine Learning Engineer,Senior,Bali,"Python, MLflow, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Senior,Remote,"Pandas, R, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Lead,Surabaya,"Ansible, Azure, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Senior,Yogyakarta,"Kotlin, Dart, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Cloud Architect,Senior,Jakarta,"CloudFormation, Azure, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Machine Learning Engineer,Junior,Bandung,"PyTorch, scikit-learn, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
DevOps Engineer,Junior,Bali,"Terraform, Docker, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Product Manager,Senior,Jakarta,"Agile, Confluence, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Machine Learning Engineer,Junior,Bali,"MLflow, PyTorch, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Cloud Architect,Junior,Remote,"Azure, AWS, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Backend Developer,Junior,Surabaya,"Java, SQL, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Mid,Jakarta,"SQL, Go, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
DevOps Engineer,Lead,Bali,"Linux, AWS, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Lead,Remote,"Node.js, SQL, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Mobile Developer,Mid,Bandung,"Kotlin, Swift, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
DevOps Engineer,Junior,Bandung,"Docker, Linux, Terraform",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Mobile Developer,Junior,Surabaya,"Flutter, Swift, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Data Scientist,Lead,Jakarta,"TensorFlow, R, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Backend Developer,Lead,Remote,"SQL, Java, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Machine Learning Engineer,Mid,Bandung,"Python, MLflow, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
DevOps Engineer,Junior,Remote,"Docker, Linux, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Machine Learning Engineer,Lead,Surabaya,"scikit-learn, MLflow, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
QA Engineer,Mid,Bali,"JMeter, Cypress, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
UI/UX Designer,Mid,Bandung,"Sketch, InVision, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Product Manager,Senior,Remote,"Agile, Scrum, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Junior,Bandung,"AWS, Ansible, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Data Scientist,Junior,Bali,"Scikit-learn, Python, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Machine Learning Engineer,Lead,Yogyakarta,"MLflow, scikit-learn, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Backend Developer,Senior,Remote,"SQL, Go, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Frontend Developer,Junior,Yogyakarta,"React, JavaScript, CSS",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Mobile Developer,Lead,Surabaya,"Swift, Kotlin, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
DevOps Engineer,Junior,Bandung,"AWS, Kubernetes, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
UI/UX Designer,Senior,Surabaya,"InVision, Sketch, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Mid,Bandung,"Python, TensorFlow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Mid,Bandung,"Pandas, Scikit-learn, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Data Scientist,Lead,Jakarta,"TensorFlow, Python, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Lead,Yogyakarta,"GCP, Ansible, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Product Manager,Junior,Jakarta,"Confluence, User Research, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Senior,Surabaya,"GCP, CloudFormation, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Lead,Bandung,"Photoshop, Figma, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
UI/UX Designer,Mid,Surabaya,"Photoshop, InVision, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Product Manager,Lead,Bandung,"User Research, JIRA, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
DevOps Engineer,Mid,Yogyakarta,"Terraform, Linux, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
UI/UX Designer,Lead,Surabaya,"Adobe XD, InVision, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Product Manager,Mid,Yogyakarta,"JIRA, Confluence, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
UI/UX Designer,Mid,Jakarta,"Photoshop, Sketch, InVision",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Frontend Developer,Mid,Bandung,"React, Vue.js, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Mid,Jakarta,"Azure, Ansible, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Junior,Remote,"Sketch, Adobe XD, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Backend Developer,Lead,Surabaya,"Go, Java, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Data Scientist,Mid,Bandung,"Python, Scikit-learn, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
UI/UX Designer,Senior,Yogyakarta,"Photoshop, Figma, InVision",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
UI/UX Designer,Mid,Yogyakarta,"Adobe XD, Sketch, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Senior,Bali,"Postman, TestRail, JMeter",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Machine Learning Engineer,Mid,Yogyakarta,"TensorFlow, Python, MLflow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
DevOps Engineer,Junior,Yogyakarta,"Terraform, Kubernetes, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
DevOps Engineer,Senior,Yogyakarta,"Linux, Kubernetes, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Product Manager,Mid,Yogyakarta,"Scrum, JIRA, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Lead,Yogyakarta,"Ansible, CloudFormation, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Lead,Bali,"Swift, Dart, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
QA Engineer,Lead,Surabaya,"Cypress, Postman, JMeter",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
QA Engineer,Senior,Surabaya,"Selenium, JMeter, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
UI/UX Designer,Senior,Yogyakarta,"Sketch, Figma, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Cloud Architect,Senior,Bali,"Ansible, AWS, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Senior,Surabaya,"React Native, Dart, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Data Scientist,Junior,Remote,"Scikit-learn, R, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
QA Engineer,Lead,Jakarta,"Postman, TestRail, Selenium",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Machine Learning Engineer,Junior,Jakarta,"scikit-learn, PyTorch, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Product Manager,Junior,Surabaya,"Confluence, Scrum, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Machine Learning Engineer,Senior,Bandung,"TensorFlow, MLflow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Backend Developer,Senior,Jakarta,"Java, Python, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Frontend Developer,Mid,Bali,"React, Vue.js, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Lead,Yogyakarta,"Ansible, AWS, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Lead,Remote,"Cypress, Postman, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
UI/UX Designer,Lead,Bandung,"Figma, Adobe XD, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Frontend Developer,Senior,Bali,"Vue.js, CSS, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Product Manager,Mid,Yogyakarta,"User Research, Scrum, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Mid,Yogyakarta,"GCP, Azure, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Senior,Yogyakarta,"CSS, JavaScript, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
DevOps Engineer,Mid,Bandung,"Linux, Kubernetes, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Frontend Developer,Mid,Surabaya,"CSS, React, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
DevOps Engineer,Lead,Remote,"Kubernetes, Docker, Terraform",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Cloud Architect,Mid,Bandung,"AWS, Ansible, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
DevOps Engineer,Junior,Bali,"Linux, Kubernetes, Terraform",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
UI/UX Designer,Mid,Bali,"Figma, Photoshop, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Cloud Architect,Mid,Bandung,"Ansible, GCP, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Junior,Bali,"TestRail, Selenium, JMeter",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
UI/UX Designer,Senior,Yogyakarta,"InVision, Photoshop, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Backend Developer,Senior,Remote,"SQL, Python, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Cloud Architect,Junior,Jakarta,"GCP, Azure, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Lead,Bandung,"Adobe XD, InVision, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Lead,Bali,"TensorFlow, MLflow, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Product Manager,Lead,Surabaya,"JIRA, Confluence, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Backend Developer,Senior,Bali,"SQL, Go, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Mobile Developer,Junior,Remote,"Flutter, React Native, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Product Manager,Junior,Remote,"Scrum, Confluence, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Backend Developer,Mid,Bandung,"SQL, Python, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
UI/UX Designer,Senior,Jakarta,"Sketch, InVision, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
DevOps Engineer,Junior,Bandung,"AWS, Linux, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
DevOps Engineer,Lead,Remote,"Linux, Terraform, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Data Scientist,Mid,Bandung,"R, TensorFlow, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Product Manager,Mid,Remote,"Confluence, JIRA, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Data Scientist,Mid,Surabaya,"R, Scikit-learn, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Mid,Remote,"Azure, CloudFormation, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
DevOps Engineer,Mid,Remote,"Terraform, Linux, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Frontend Developer,Mid,Jakarta,"JavaScript, HTML, Vue.js",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Mobile Developer,Mid,Yogyakarta,"Dart, React Native, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Product Manager,Senior,Surabaya,"Confluence, Scrum, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Mobile Developer,Lead,Jakarta,"Swift, React Native, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
DevOps Engineer,Senior,Yogyakarta,"Docker, Terraform, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Mobile Developer,Senior,Bandung,"Flutter, Dart, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Cloud Architect,Mid,Jakarta,"Azure, AWS, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Junior,Surabaya,"Swift, Kotlin, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Product Manager,Lead,Surabaya,"User Research, JIRA, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
QA Engineer,Senior,Surabaya,"Cypress, JMeter, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Mobile Developer,Senior,Yogyakarta,"React Native, Kotlin, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Backend Developer,Lead,Jakarta,"Java, Python, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Cloud Architect,Senior,Remote,"AWS, GCP, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Junior,Bandung,"InVision, Figma, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
UI/UX Designer,Lead,Remote,"Figma, Adobe XD, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Mid,Jakarta,"PyTorch, scikit-learn, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Backend Developer,Junior,Jakarta,"Node.js, Go, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Frontend Developer,Mid,Yogyakarta,"HTML, JavaScript, CSS",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
QA Engineer,Junior,Surabaya,"Postman, JMeter, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Senior,Bandung,"CloudFormation, AWS, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Junior,Bali,"JavaScript, HTML, CSS",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
UI/UX Designer,Senior,Yogyakarta,"Figma, InVision, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Mid,Bandung,"Selenium, JMeter, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Product Manager,Lead,Bandung,"Confluence, User Research, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Backend Developer,Senior,Bandung,"SQL, Go, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
DevOps Engineer,Mid,Bali,"Linux, Kubernetes, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Data Scientist,Mid,Yogyakarta,"Pandas, Python, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Product Manager,Lead,Remote,"Agile, Scrum, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Lead,Bali,"Azure, CloudFormation, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Product Manager,Mid,Yogyakarta,"User Research, JIRA, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Data Scientist,Junior,Yogyakarta,"R, TensorFlow, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
DevOps Engineer,Senior,Bandung,"Linux, Docker, Terraform",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Senior,Remote,"Python, SQL, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Machine Learning Engineer,Mid,Jakarta,"MLflow, PyTorch, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Frontend Developer,Senior,Remote,"HTML, JavaScript, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Backend Developer,Senior,Bandung,"Go, SQL, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Mobile Developer,Senior,Yogyakarta,"React Native, Flutter, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Backend Developer,Senior,Bandung,"Python, Go, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
UI/UX Designer,Senior,Bali,"Photoshop, Figma, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Junior,Surabaya,"TestRail, Selenium, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
UI/UX Designer,Mid,Yogyakarta,"InVision, Figma, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Frontend Developer,Lead,Jakarta,"CSS, React, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Senior,Bandung,"Ansible, Azure, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
